,Ссылка,Подразделение,РИНЦ Author ID,SPIN,Scopus Author ID,Researher ID,ORCID ID,Профиль автора в РИНЦ,Профиль автора в Scopus,Профиль автора в Publons,Профиль автора в ORCID,Профиль автора в ResearchGate,Профиль автора в Google Scholar
0,/ru/glossary/a/abramovich_boris_nikolaevich,каф электроэнергетики и электромеханики,69231,1123-1540,7003984465,3265166,0000-0002-0480-4511,http://elibrary.ru/author_items.asp?authorid=69231&pubrole=100&show_refs=1,https://www.scopus.com/authid/detail.uri?origin=AuthorProfile&authorId=7003984465&zone=,https://publons.com/researcher/3265166/boris-abramovich/,https://orcid.org/0000-0002-0480-4511,https://www.researchgate.net/profile/Boris_Abramovich,https://scholar.google.ru/citations?hl=ru&view_op=list_works&gmla=AJsN-F6tGb7jzvC7_3Hqe7CHthVRsfTKwoRHm-4XDLIzjqiANENQtty-oidpT5YddPqDLd6LyfiW3RtC3RDhx1SRox4l6O0lG4sZUbJH750vdhgVib3ilRCCtN4F2mi8oik4zQnITzFm&user=EznUOtcAAAAJ
1,/ru/glossary/a/averin_igor_andreevich,каф общей и технической физики,747639,1785-0371,57193326882,3301426,0000-0002-6340-1819,https://elibrary.ru/author_profile.asp?id=747639,https://www.scopus.com/authid/detail.uri?authorId=57193326882,https://publons.com/researcher/3301426/igor-a-averin/,https://orcid.org/0000-0002-6340-1819,https://www.researchgate.net/profile/Igor_Averin,https://scholar.google.ru/citations?user=O6JIgnYAAAAJ&hl=en&citsig=AMD79or0UiYpLvxt_lMmgfWL37-fR_Eb-Q
2,/ru/glossary/a/avksentev_sergey_yurevich,каф горных транспортных машин,493290,Empty,Empty,Empty,Empty,http://elibrary.ru/author_items.asp?authorid=493290,https://www.scopus.com/results/results.uri?editSaveSearch=&sort=plf-f&src=s&st1=Avksentiev&nlo=&nlr=&nls=&sid=9c1c77e8b59f6fa109ed5ebe715d2c9a&sot=b&sdt=sisr&sl=23&s=AUTHOR-NAME%28Avksentiev%29&ref=%28Avksentiev%20S%29&origin=resultslist&zone=leftSideBar&txGid=795ec10a61a008b19a193efd4fcaa633,Empty,Empty,Empty,Empty
3,/ru/glossary/a/ageev_aleksey_sergeevich,каф исторической и динамической геологии,903646,Empty,57189497371,Empty,Empty,https://elibrary.ru/author_items.asp?authorid=903646,https://www.scopus.com/authid/detail.uri?authorId=57189497371&amp%3Beid=2-s2.0-84971483052,Empty,Empty,Empty,Empty
4,/ru/glossary/a/akimova_elena_vladimirovna,каф информатики и компьютерных технологий,753441,9912-1738,57196274558,AAF-5323-2019,0000-0003-3363-2429,http://elibrary.ru/author_profile.asp?id=753441,https://www.scopus.com/authid/detail.uri?authorId=57196274558,https://publons.com/researcher/AAF-5323-2019,https://orcid.org/0000-0003-3363-2429,https://www.researchgate.net/profile/Elena_Akimova4,https://scholar.google.com/citations?user=enppwl4AAAAJ&hl=ru
5,/ru/glossary/a/aleksandrov_viktor_ivanovich,каф горных транспортных машин,115347,Empty,56289798500,Empty,Empty,http://elibrary.ru/author_items.asp?authorid=115347&pubrole=100&show_refs=1,https://www.scopus.com/authid/detail.uri?authorId=56289798500&amp%3Beid=2-s2.0-84973441816,Empty,Empty,Empty,Empty
6,/ru/glossary/a/aleksandrova_tatyana_nikolaevna,каф обогащения полезных ископаемых,615346,Empty,57195633136,Empty,Empty,http://elibrary.ru/author_items.asp?authorid=615346&pubrole=100&show_refs=1,https://www.scopus.com/authid/detail.uri?authorId=57195633136&amp%3Beid=2-s2.0-85032504954,Empty,Empty,Empty,Empty
7,/ru/glossary/a/alekseev_aleksey_ivanovich,каф химических технологий и переработки энергоносителей,221584,Empty,7202889450,Empty,Empty,http://elibrary.ru/author_profile.asp?id=221584,https://www.scopus.com/authid/detail.uri?authorId=7202889450&amp%3Beid=2-s2.0-0022750353,Empty,Empty,Empty,Empty
8,/ru/glossary/a/alekseev_ivan_viktorovich,каф гидрогеологии и инженерной геологии,745843,9542-0585,57196276422,E-7580-2014,0000-0002-7817-7290,http://elibrary.ru/author_items.asp?authorid=745843,https://www.scopus.com/authid/detail.uri?authorId=57196276422&amp%3Beid=2-s2.0-85073692741,https://publons.com/researcher/E-7580-2014/,https://orcid.org/0000-0002-7817-7290,https://www.researchgate.net/profile/Ivan_Alekseev4,https://scholar.google.ru/citations?user=Xq1EHvgAAAAJ&hl=ru
9,/ru/glossary/a/alekseev_viktor_ivanovich,"каф минералогии, кристаллографии и петрографии",257338,6504-8051,36760553400,1599609,0000-0002-1512-9347,http://elibrary.ru/author_profile.asp?id=257338,https://www.scopus.com/authid/detail.uri?authorId=36760553400,https://publons.com/researcher/1599609/viktor-alekseev/metrics/,https://orcid.org/0000-0002-1512-9347,https://www.researchgate.net/profile/Viktor_Alekseev,https://scholar.google.ru/citations?user=iCwAsi8AAAAJ&hl=ru
10,/ru/glossary/a/alekseeva_lyubov_borisovna,каф машиностроения,697734,3381-6121,57196257682,3270294,0000-0003-4546-4661,https://elibrary.ru/author_items.asp?authorid=697734,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57196257682&zone=,https://publons.com/researcher/3270294/lubov-alekseeva/,https://orcid.org/0000-0003-4546-4661,https://www.researchgate.net/profile/Lubov_Alekseeva2,https://scholar.google.ru/citations?view_op=list_works&hl=ru&user=eS2dgEIAAAAJ&gmla=AJsN-F5hRucoBww7Gwh6K4ycUYsnZC00tkY4NvrtSmcxcZ0--ALJnQEWvRUpoLUKIODxxsWf8wAsBRYSA7LeAe0PWjup7Q8v2HgEzERJvvU9D93kwlv_Aw9gwH2b2CQ6IFU2Y8Pa6oBzZMhGxhAR1Bj9FEye8gXbKw
11,/ru/glossary/a/alekseenko_aleksey_vladimirovich,каф геоэкологии,606868,Empty,56333671700,P-3847-2014,0000-0002-9785-7662,https://elibrary.ru/author_items.asp?authorid=606868,https://www.scopus.com/authid/detail.uri?origin=AuthorProfile&authorId=56333671700&zone=,http://www.researcherid.com/rid/P-3847-2014,http://orcid.org/0000-0002-9785-7662,https://www.researchgate.net/profile/Alexey_Alekseenko,https://scholar.google.ru/citations?user=_FgI4eAAAAAJ&hl=ru&authuser=1
12,/ru/glossary/a/aleksenko_anastasiya_gennadevna,каф маркшейдерского дела,902768,Empty,Empty,Empty,Empty,http://elibrary.ru/author_profile.asp?id=902768,Empty,Empty,Empty,Empty,Empty
13,/ru/glossary/a/andreev_maksim_nikolaevich,каф разработки месторождений полезных ископаемых,612165,Empty,Empty,Empty,Empty,http://elibrary.ru/author_items.asp?authorid=612165&pubrole=100&show_refs=1,Empty,Empty,Empty,Empty,Empty
14,/ru/glossary/a/andreev_valeriy_vitalevich,каф теплотехники и теплоэнергетики,908555,2961-3041,Empty,Empty,Empty,https://elibrary.ru/author_profile.asp?authorid=908555,Empty,Empty,Empty,Empty,Empty
15,/ru/glossary/a/andreev_roman_evgenevich,каф. безопасности производств,652817,Empty,57189600074,3302528,0000-0003-1232-1170,http://elibrary.ru/author_profile.asp?id=652817,https://www.scopus.com/authid/detail.uri?authorId=57189600074,https://publons.com/researcher/3302528/roman-andreev/,https://orcid.org/0000-0003-1232-1170,https://www.researchgate.net/profile/Roman_Andreev,https://scholar.google.ru/citations?view_op=list_works&hl=ru&user=SgdEOBcAAAAJ&gmla=AJsN-F7jfevRJdPv-c7rAwNXCILg5yxaxoWN901epj1ncfrr7XIBF990HKSy06RMK6NTzMAkaH8cO9q2kAVnMw4UzurgXMJTweoCyheUENzS5gpczJzj3czj07-K3AUGu9EAKrCttuviPfIK7xg6MPHgOIAPIG1BMg
16,/ru/glossary/a/ankudinov_ivan_georgievich,каф информационных систем и вычислительной техники,260638,Empty,55780210400,Empty,Empty,http://elibrary.ru/author_profile.asp?authorid=260638,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55780210400,Empty,Empty,Empty,Empty
17,/ru/glossary/a/argimbaev_kaerbek_rafkatovich,каф разработки месторождений полезных ископаемых,582568,Empty,55973653400,Empty,Empty,http://elibrary.ru/author_items.asp?authorid=582568&pubrole=100&show_refs=1,https://www.scopus.com/authid/detail.uri?origin=AuthorProfile&authorId=55973653400&zone=,https://apps.webofknowledge.com/DaisyOneClickSearch.do?product=WOS&search_mode=DaisyOneClickSearch&colName=WOS&SID=C6f6nLxvMXdEpH84Lnk&author_name=Argimbaev%2C%20KR&dais_id=3986840&excludeEventConfig=ExcludeIfFromFullRecPage,Empty,Empty,Empty
18,/ru/glossary/a/afanasova_anastasiya_valerevna,каф обогащения полезных ископаемых,925828,2698-5443,57188630049,3286301,0000-0002-8451-2489,https://elibrary.ru/author_items.asp?authorid=925828,https://www.scopus.com/authid/detail.uri?authorId=57188630049,https://publons.com/researcher/3286301/anastasia-afanasova/,https://orcid.org/0000-0002-8451-2489,https://www.researchgate.net/profile/Anastasia_Afanasova2,https://scholar.google.ru/citations?hl=ru&user=dj2fhmAAAAAJ
19,/ru/glossary/a/afanasev_aleksandr_sergeevich,каф транспортно-технологических процессов и машин,746405,Empty,57189521519,2950247,Empty,http://elibrary.ru/author_profile.asp?id=746405,https://www.scopus.com/authid/detail.uri?authorId=57189521519&eid=2-s2.0-84971607277,https://publons.com/researcher/2950247/afanasev-as/,Empty,Empty,Empty
20,/ru/glossary/a/afanasev_pavel_igorevich,,560161,Empty,57196257394,3210427,0000-0001-5271-6121,http://elibrary.ru/author_items.asp?authorid=560161&pubrole=100&show_refs=1,https://www.scopus.com/authid/detail.uri?authorId=57196257394,https://publons.com/researcher/3210427/,https://orcid.org/0000-0001-5271-6121,https://www.researchgate.net/profile/Afanasev_Pavel,https://scholar.google.ru/citations?view_op=list_works&hl=ru&user=-sKE-Y0AAAAJ&gmla=AJsN-F5b7LqEQPSNZYztddj9H_Zi-QaCXW0yYVZeNsdFYL-6BS8OGXs4xLHVBrijUwwVNecxtl-Ytmn8b5IVH7WlgoysStDTirIE40EcJYdzVzVIw39hrFdJDBfm6GCvTuVHpsonOz0799k6jZ1uHxJenXr4x3LKUg
21,/ru/glossary/a/afanasev_vladimir_georgievich,каф истории,264203,9172-4238,56177645600,AAI-1741-2019,0000-0003-0755-800,http://elibrary.ru/author_items.asp?authorid=264203,https://www.scopus.com/authid/detail.uri?origin=AuthorProfile&authorId=56177645600&zone=,https://publons.com/researcher/AAI-1741-2019,https://orcid.org/0000-0003-0755-800X,https://www.researchgate.net/profile/Vladimir_Afanasev,https://scholar.google.ru/citations?view_op=list_works&hl=ru&user=mYxevdwAAAAJ&gmla=AJsN-F4rF1s3FXw_iNwO_abGbdZyn1IvKrYkduzF4upAf_6Ex9ey7RW4ENAtUyjRtDzclYt2AWSwIMWWuzbNUE5Zsh5TBo4LgTnPMFJLykBYLHN-dOU8K0gUudSSn9pKS2iGA4Nkcmtr4478un8WvFlOhzqYhskMQg
22,/ru/glossary/a/afanaseva_olga_vladimirovna,каф системного анализа и управления,662316,1251-1423,56466110600,E-5648-2019,0000-0003-3169-4781,https://elibrary.ru/author_items.asp?authorid=662316&pubrole=100&show_refs=1&show_option=0,https://www.scopus.com/authid/detail.uri?origin=AuthorProfile&authorId=56466110600&zone%20=,https://publons.com/researcher/E-5648-2019/,https://orcid.org/0000-0003-3169-4781,https://www.researchgate.net/profile/Olga_Afanaseva2,https://scholar.google.com/citations?hl=ru&view_op=list_works&gmla=AJsN-F4WaaunLgm5S9EwcCj2mphnBoJAPAqFOqePqILpadz0G3yO-NV_PXQugyKM1QFsaNhiPWWQrVzOtTQyptJ61oMyUZsZfpC3eUSvZDqrqeOnFnXqPz6gJKYUENyB65E_o5C_fsti&user=WzyMKgQAAAAJ
23,/ru/glossary/b/babkin_ruslan_sergeevich,,1051583,3008-9949,Empty,Empty,Empty,https://elibrary.ru/author_items.asp?authorid=1051583,Empty,Empty,Empty,Empty,Empty
24,/ru/glossary/b/baburin_sergey_vasilevich,каф электроэнергетики и электромеханики,731469,2793-7068,56641629000,AAF-9990-2019,0000-0002-2213-0127,http://elibrary.ru/author_items.asp?authorid=731469&pubrole=100&show_refs=1,https://www.scopus.com/authid/detail.uri?authorId=56641629000,https://publons.com/researcher/AAF-9990-2019/,https://orcid.org/0000-0002-2213-0127,https://www.researchgate.net/profile/Sergey_Baburin,https://scholar.google.ru/citations?user=5vqw5yoAAAAJ&hl=ru
25,/ru/glossary/b/bazhenov_aleksandr_aleksandrovich,каф транспортно-технологических процессов и машин,798473,5800-3899,Empty,Empty,Empty,https://elibrary.ru/author_items.asp?authorid=798473,Empty,Empty,Empty,Empty,Empty
26,/ru/glossary/b/bazhin_vladimir_yurevich,,266689,Empty,23099248900,T-5269-2017,0000-0001-8231-3833,http://elibrary.ru/author_profile.asp?id=266689,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23099248900&zone=,https://publons.com/researcher/T-5269-2017/,https://orcid.org/0000-0001-8231-3833,https://www.researchgate.net/profile/V_Bazhin,https://scholar.google.ru/citations?user=MYOHoFwAAAAJ&hl=ru&oi=ao
27,/ru/glossary/b/bakeeva_larisa_viktorovna,каф высшей математики,682827,2663-6705,Empty,Empty,0000-0003-3032-9707,http://elibrary.ru/author_profile.asp?authorid=682827,Empty,Empty,https://orcid.org/0000-0003-3032-9707,https://www.researchgate.net/profile/Larisa_Bakeeva,https://scholar.google.ru/citations?hl=ru&user=o2g3cDAAAAAJ&scilu=&scisig=AMD79ooAAAAAXcKvTjLAS2rDCrCFKNWA852CTzI4Q_4Y&gmla=AJsN-F7tpJboRtvDrYeCP_EYZgTUlvSJhvbTlSuhL9hEC7i2eRCsWZlZ1y65IEtKOk-dAlt0OczkEiahpNiod7s8ULf3wfhKUgXr9EUlOTFemBKGd5YqayOWzqK8ebGiTtD9jPj3g3dyfpEv7sl5EOWVu9vPW5oryA&sciund=5438793847178705461
28,/ru/glossary/b/baltyzhakova_tatyana_igorevna,каф инженерной геодезии,864435,Empty,57203210887,Empty,0000-0001-9160-1167,http://elibrary.ru/author_items.asp?authorid=864435,https://www.scopus.com/authid/detail.uri?authorId=57203210887&amp%3Beid=2-s2.0-85050904994,Empty,https://orcid.org/0000-0001-9160-1167,https://www.researchgate.net/profile/Tatiana_Baltyzhakova,https://scholar.google.com/citations?hl=ru&user=dh4jfwoAAAAJ
29,/ru/glossary/b/bardanov_aleksey_igorevich,каф общей электротехники,883364,8887-4679,57188854115,3287373,0000-0002-5817-5458,https://elibrary.ru/author_profile.asp?id=883364,https://www.scopus.com/authid/detail.uri?authorId=57188854115,https://publons.com/researcher/3287373/aleksey-bardanov/,https://orcid.org/0000-0002-5817-5458,https://www.researchgate.net/profile/Aleksey_Bardanov,https://scholar.google.com/citations?view_op=list_works&hl=ru&user=NE-fDvcAAAAJ&gmla=AJsN-F7Uvt4wgbkyD5dMM7JxGkS7vAKZ-Mm3mNCure4yi4KkINlnk8yhup9_rNp6SLcYzuK1foM-jlONZXhCq3PevXMy9clYp4i8PVN-vQrvgQBE1eMnFXkV8VsnREorGGc_6MFM_vZCHe00Wrp4_hjttOXBgTIfwg
30,/ru/glossary/b/barkan_mihail_shmerovich,каф геоэкологии,657032,Empty,56100424200,Empty,Empty,http://elibrary.ru/author_items.asp?authorid=657032&pubrole=100&show_refs=1,https://www.scopus.com/authid/detail.uri?authorId=56100424200,Empty,Empty,Empty,Empty
31,/ru/glossary/b/batalov_andrey_petrovich,каф машиностроения,626578,Empty,Empty,Empty,Empty,http://elibrary.ru/author_profile.asp?id=626578,Empty,Empty,Empty,Empty,Empty
32,/ru/glossary/b/bezzubova_olga_vladimirovna,каф философии,625316,5058-8664,Empty,A-5893-2019,0000-0002-0494-3386,http://elibrary.ru/author_items.asp?authorid=625316,Empty,https://publons.com/researcher/A-5893-2019/,https://orcid.org/0000-0002-0494-3386,https://www.researchgate.net/profile/Olga_Bezzubova,https://scholar.google.com/citations?user=ctTbYXkAAAAJ&hl=ru
33,/ru/glossary/b/belickiy_anton_arnoldovich,каф электронных систем,937481,5475-7629,57194235065,3227588,0000-0002-6308-0218,https://elibrary.ru/author_items.asp?authorid=937481&pubrole=100&show_refs=1&show_option=0,https://www.scopus.com/authid/detail.uri?authorId=57194235065,https://publons.com/researcher/3227588/anton-belitskiy/,https://orcid.org/0000-0002-6308-0218,https://www.researchgate.net/profile/Anton_Belitskiy,https://scholar.google.ru/citations?user=j99BfIAAAAAJ&hl=ru
34,/ru/glossary/b/beloglazov_ilya_ilich,каф автоматизации технологических процессов и производств,901890,9192-5965,57205158690,S-3254-2016,0000-0002-1224-2117,http://elibrary.ru/author_profile.asp?id=901890,https://www.scopus.com/authid/detail.uri?authorId=57205158690,https://publons.com/researcher/S-3254-2016/,https://orcid.org/0000-0002-1224-2117,https://www.researchgate.net/profile/Ilia_Beloglazov,https://scholar.google.com/citations?user=pRgXda0AAAAJ&hl=ru
35,/ru/glossary/b/belousov_artyom_evgenevich,каф транспорта и хранения нефти и газа,877496,1827-2247,57203946499,3130129,0000-0002-3707-6813,https://elibrary.ru/author_items.asp?authorid=877496,https://www.scopus.com/authid/detail.uri?authorId=57203946499,https://publons.com/researcher/3130129/artem-belousov/,http://orcid.org/0000-0002-3707-6813,https://www.researchgate.net/profile/Artem_Belousov,https://scholar.google.com/citations?user=_69U9t0AAAAJ&hl=ru
36,/ru/glossary/b/belskiy_aleksey_anatolevich,каф электроэнергетики и электромеханики,743832,5210-4195,56367311300,2134103,0000-0002-2619-1496,http://elibrary.ru/author_items.asp?authorid=743832,https://www.scopus.com/authid/detail.uri?authorId=56367311300,https://publons.com/researcher/2134103/aleksey-a-belsky/,https://orcid.org/0000-0002-2619-1496,https://www.researchgate.net/profile/Aleksey_Belsky,https://scholar.google.ru/citations?hl=ru&user=aHtafewAAAAJ
37,/ru/glossary/b/belyaev_viktor_veniaminovich,каф информатики и компьютерных технологий,912168,Empty,56350657600,AAE-4425-2019,0000-0002-4296-6386,http://elibrary.ru/author_items.asp?authorid=912168,http://www.scopus.com/authid/detail.uri?authorId=56350657600,https://publons.com/researcher/AAE-4425-2019/,https://orcid.org/0000-0002-4296-6386,https://www.researchgate.net/profile/Victor_Belyaev,https://scholar.google.com/citations?user=NNNHjS4AAAAJ&hl=ru
38,/ru/glossary/b/belyakov_nikita_andreevich,каф строительства горных предприятий и подземных сооружений,616661,Empty,56990401000,Empty,Empty,http://elibrary.ru/author_items.asp?authorid=616661,https://www.scopus.com/authid/detail.uri?authorId=56990401000,Empty,Empty,Empty,Empty
39,/ru/glossary/b/berlinskiy_igor_vyacheslavovich,каф физической химии,181692,Empty,35069026500,AAH-6979-2019,0000-0002-2445-4889,https://elibrary.ru/author_items.asp?authorid=181692&pubrole=100&show_refs=1&show_option=0,https://www.scopus.com/authid/detail.uri?authorId=35069026500&amp%3Beid=2-s2.0-85032348947,https://publons.com/researcher/AAH-6979-2019/,https://orcid.org/0000-0002-2445-4889,https://www.researchgate.net/profile/Igor_Berlinskii,https://scholar.google.ru/citations?view_op=list_works&hl=ru&user=vRyIGWsAAAAJ&gmla=AJsN-F41XnxFGxuGwYn6Brf1EcUZBHWn9b4cM6_Af8JLGmGr8YPO8MYTd63IQP0SaLxqF2DAte53flf7tpKAchoW1aKJHldy8_clcCFu9ijDldZ2jiu78Hb4X27KjtqsLmC8aZqA1zZIgIu6Sofgq-Njisp01gsBgQ
40,/ru/glossary/b/bespalova_olga_evgenevna,каф русского языка и литературы,911030,2570-4667,Empty,AAI-1701-2019,0000-0003-1941-5233,http://elibrary.ru/author_profile.asp?id=911030,Empty,https://publons.com/researcher/AAI-1701-2019/,https://orcid.org/0000-0003-1941-5233,https://www.researchgate.net/?ref=logo&_sg=0PT5faWvJmFgZn9ehhdHkFFELRCwbR4VJP3Z_dLMxnJNL6vnQVrzGWSn1WXt_BAFreVV4xeoYblp6PI,https://scholar.google.ru/citations?user=u5p_UDUAAAAJ&hl=ru
41,/ru/glossary/b/blinov_aleksey_mihaylovich,,732935,Empty,Empty,Empty,Empty,http://elibrary.ru/author_profile.asp?authorid=732935,Empty,Empty,Empty,Empty,Empty
42,/ru/glossary/b/blinov_pavel_aleksandrovich,каф бурения скважин,884773,5432-7594,57189457921,3099565,0000-0002-4379-8804,http://elibrary.ru/author_profile.asp?id=884773,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57189457921,https://publons.com/researcher/3099565/pavel-blinov/publications/,https://orcid.org/0000-0002-4379-8804,https://www.researchgate.net/profile/Pavel_Blinov2,https://scholar.google.ru/citations?view_op=list_works&hl=ru&user=1u1kAowAAAAJ
43,/ru/glossary/b/bobrov_ilya_valerevich,каф физического воспитания,907233,Empty,56051860900,3279452,0000-0003-3796-1641,http://elibrary.ru/author_items.asp?authorid=907233,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56051860900&zone=,https://publons.com/researcher/3279452//,https://orcid.org/0000-0003-3796-1641?lang=ru,https://www.researchgate.net/profile/Ilya_Bobrov2,https://scholar.google.com/citations?view_op=list_works&hl=ru&authuser=1&user=-Ye3sqIAAAAJ
44,/ru/glossary/b/bogolyubova_anna_andreevna,каф инженерной геодезии,685837,8885-3454,57193852152,3229578,0000-0001-5720-1979,http://elibrary.ru/author_items.asp?authorid=685837,https://www.scopus.com/authid/detail.uri?authorId=57193852152,https://publons.com/researcher/3229578/anna-bogoliubova/,https://orcid.org/0000-0001-5720-1979,https://www.researchgate.net/profile/Anna_Bogoliubova,https://scholar.google.ru/citations?view_op=new_profile&hl=ru
45,/ru/glossary/b/boduen_anna_yaroslavovna,каф металлургии,277024,Empty,55809193600,Empty,Empty,http://elibrary.ru/author_items.asp?authorid=277024,https://www.scopus.com/authid/detail.uri?authorId=55809193600,Empty,Empty,Empty,Empty
46,/ru/glossary/b/boykov_aleksey_viktorovich,каф автоматизации технологических процессов и производств,776390,3449-3280,57065230400,E-8998-2017,0000-0002-6583-2436,https://elibrary.ru/author_items.asp?authorid=776390,https://www.scopus.com/authid/detail.uri?authorId=57065230400,https://publons.com/researcher/E-8998-2017/,https://orcid.org/0000-0002-6583-2436,https://www.researchgate.net/profile/A_Boikov,https://scholar.google.com/citations?hl=ru&user=SbKfJakAAAAJ
47,/ru/glossary/b/boycova_aleksandra_aleksandrovna,каф химических технологий и переработки энергоносителей,1001350,3131-8294,57193535896,Empty,Empty,https://elibrary.ru/author_items.asp?authorid=1001350,https://www.scopus.com/authid/detail.uri?authorId=57193535896,Empty,Empty,Empty,Empty
48,/ru/glossary/b/bolobov_viktor_ivanovich,каф машиностроения,669627,9162-2219,7003503442,3236919,0000-0002-0810-0132,https://elibrary.ru/author_items.asp?authorid=669627,https://www.scopus.com/authid/detail.uri?authorId=7003503442,https://publons.com/researcher/3236919/victor-bolobov/,https://orcid.org/0000-0002-0810-0132,https://www.researchgate.net/profile/Victor_Bolobov,https://scholar.google.com/citations?hl=ru&user=wqoO2VoAAAAJ&view_op=list_works&gmla=AJsN-F6s_yY5OmbfPaDJZv2tI3ifIduzeUYxB7xF46mN3OXTSIwd_1Gj8IGniaxKC0QdcdJfUTy75agTXEo7o1G_olcEy3QYSM4lDV6Mi1_sxQk_ihTWPCBzrNvK22aBIr1eaOuKLS_m
49,/ru/glossary/b/bolshunov_aleksey_viktorovich,каф механики,277907,Empty,Empty,Empty,Empty,http://elibrary.ru/author_profile.asp?authorid=277907,Empty,Empty,Empty,Empty,Empty
50,/ru/glossary/b/bolshunova_olga_mihaylovna,каф электроэнергетики и электромеханики,914729,Empty,57188845613,Empty,Empty,https://elibrary.ru/author_profile.asp?id=914729,https://www.scopus.com/authid/detail.uri?authorId=57188845613,Empty,Empty,Empty,Empty
51,/ru/glossary/b/bondareva_olga_nikolaevna,каф русского языка и литературы,903648,6587-0240,Empty,3215287,0000-0001-6173-206,http://elibrary.ru/author_items.asp?authorid=903648,Empty,https://publons.com/researcher/3215287/bondareva-olga/,https://orcid.org/0000-0001-6173-206X,https://www.researchgate.net/profile/Olga_Bondareva3,https://scholar.google.ru/citations?user=vU4fLBUAAAAJ&hl=ru
52,/ru/glossary/b/bondarevskaya_alena_viktorovna,каф иностранных языков,846150,Empty,Empty,Empty,Empty,https://elibrary.ru/author_items.asp?authorid=846150,Empty,Empty,Empty,Empty,Empty
53,/ru/glossary/b/borisov_sergey_viktorovich,каф электронных систем,658407,Empty,57195503514,1436894,0000-0001-5171-2882,http://elibrary.ru/author_profile.asp?id=658407,https://www.scopus.com/authid/detail.uri?origin=AuthorProfile&authorId=57195503514&zone=,https://publons.com/researcher/1436894/sergey-borisov/,https://orcid.org/0000-0001-5171-2882,https://www.researchgate.net/profile/Sergey_Borisov4,https://scholar.google.com/citations?user=nYg4y7wAAAAJ&hl=ru
54,/ru/glossary/b/borisova_yuliya_vyacheslavovna,каф иностранных языков,902565,Empty,Empty,3300017,0000-0003-4145-5346,http://elibrary.ru/author_items.asp?authorid=902565,Empty,https://publons.com/researcher/3300017/yulia-borisova/,https://orcid.org/0000-0003-4145-5346,https://www.researchgate.net/profile/Yulia_Borisova2,https://scholar.google.ru/citations?view_op=list_works&hl=ru&user=eK02eQsAAAAJ
55,/ru/glossary/b/borisova_lyuciya_gennadevna,каф материаловедения и технологии художественных изделий,832184,Empty,57196280159,Empty,Empty,http://elibrary.ru/author_items.asp?authorid=832184&pubrole=100&show_refs=1,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57196280159&zone=,Empty,Empty,Empty,Empty
56,/ru/glossary/b/borovkova_natalya_valerevna,каф материаловедения и технологии художественных изделий,202751,Empty,Empty,Empty,Empty,https://elibrary.ru/author_profile.asp?authorid=202751,Empty,Empty,Empty,Empty,Empty
57,/ru/glossary/b/borodina_yuliya_vsevolodovna,каф транспортно-технологических процессов и машин,964962,Empty,57204825481,Empty,Empty,https://elibrary.ru/author_profile.asp?id=964962,https://www.scopus.com/authid/detail.uri?authorId=57204825481,Empty,Empty,Empty,Empty
58,/ru/glossary/b/brigadnov_igor_albertovich,каф информационных систем и вычислительной техники,3524,Empty,6602734736,1321622,0000-0002-4244-9346,http://elibrary.ru/author_profile.asp?authorid=3524,http://www.scopus.com/authid/detail.uri?authorId=6602734736,https://publons.com/researcher/1321622/igor-a-brigadnov/,https://orcid.org/0000-0002-4244-9346,https://www.researchgate.net/profile/Igor_Brigadnov,Empty
59,/ru/glossary/b/brichkin_vyacheslav_nikolaevich,каф металлургии,280329,Empty,6506646105,Empty,Empty,http://elibrary.ru/author_items.asp?authorid=280329,https://www.scopus.com/authid/detail.uri?authorId=6506646105,Empty,Empty,Empty,Empty
60,/ru/glossary/b/brylevskaya_larisa_ivanovna,каф высшей математики,142638,Empty,Empty,Empty,Empty,https://elibrary.ru/author_profile.asp?authorid=142638,Empty,Empty,Empty,Empty,Empty
61,/ru/glossary/b/buldakova_elena_gennadevna,каф высшей математики,281860,Empty,Empty,Empty,Empty,http://elibrary.ru/author_profile.asp?authorid=281860,Empty,Empty,Empty,Empty,Empty
62,/ru/glossary/b/bunina_yuliya_aleksandrovna,каф иностранных языков,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
63,/ru/glossary/b/bushuev_yakov_yurevich,каф геологии и разведки месторождений полезных ископаемых,812118,3764-9527,57195319181,3205760,0000-0002-1159-6175,http://elibrary.ru/author_profile.asp?id=812118,https://www.scopus.com/authid/detail.uri?authorId=57195319181&amp%3Beid=2-s2.0-85027008442,https://publons.com/researcher/3205760/yackov-bushuev/,https://orcid.org/0000-0002-1159-6175,https://www.researchgate.net/profile/Yackov_Bushuev,https://scholar.google.ru/citations?hl=ru&user=nkL5TPoAAAAJ
